Year,Month,GEO,Type of fuel,Price
2008,December, Quebec,Regular unleaded gasoline at full service filling stations,80.2
2008,November, Quebec,Regular unleaded gasoline at full service filling stations,91.1
2008,February, Quebec,Regular unleaded gasoline at full service filling stations,115.1
2008,January, Quebec,Regular unleaded gasoline at full service filling stations,115.6
2008,March, Quebec,Regular unleaded gasoline at full service filling stations,116.6
2008,October, Quebec,Regular unleaded gasoline at full service filling stations,117
2008,April, Quebec,Regular unleaded gasoline at full service filling stations,120.3
2008,August, Quebec,Regular unleaded gasoline at full service filling stations,129.6
2008,September, Quebec,Regular unleaded gasoline at full service filling stations,134
2008,May, Quebec,Regular unleaded gasoline at full service filling stations,135.6
2008,July, Quebec,Regular unleaded gasoline at full service filling stations,142.3
2008,June, Quebec,Regular unleaded gasoline at full service filling stations,144.8
2008,December, Saskatchewan,Regular unleaded gasoline at full service filling stations,79.1
2008,November, Saskatchewan,Regular unleaded gasoline at full service filling stations,92.4
2008,January, Saskatchewan,Regular unleaded gasoline at full service filling stations,107
2008,February, Saskatchewan,Regular unleaded gasoline at full service filling stations,107.3
2008,March, Saskatchewan,Regular unleaded gasoline at full service filling stations,113.2
2008,October, Saskatchewan,Regular unleaded gasoline at full service filling stations,118.7
2008,April, Saskatchewan,Regular unleaded gasoline at full service filling stations,121.8
2008,May, Saskatchewan,Regular unleaded gasoline at full service filling stations,130.8
2008,August, Saskatchewan,Regular unleaded gasoline at full service filling stations,130.8
2008,September, Saskatchewan,Regular unleaded gasoline at full service filling stations,136.1
2008,July, Saskatchewan,Regular unleaded gasoline at full service filling stations,136.5
2008,June, Saskatchewan,Regular unleaded gasoline at full service filling stations,137.8
2009,January,,Regular unleaded gasoline at self service filling stations,81
2009,February,,Regular unleaded gasoline at self service filling stations,85.1
2009,March,,Regular unleaded gasoline at self service filling stations,87.1
2009,April,,Regular unleaded gasoline at self service filling stations,87.8
2009,May,,Regular unleaded gasoline at self service filling stations,95.6
2009,December,,Regular unleaded gasoline at self service filling stations,96.1
2009,October,,Regular unleaded gasoline at self service filling stations,96.5
2009,July,,Regular unleaded gasoline at self service filling stations,97.4
2009,September,,Regular unleaded gasoline at self service filling stations,98.8
2009,November,,Regular unleaded gasoline at self service filling stations,99.6
2009,August,,Regular unleaded gasoline at self service filling stations,100.5
2009,June,,Regular unleaded gasoline at self service filling stations,101.6
2009,January, Alberta,Regular unleaded gasoline at full service filling stations,77
2009,February, Alberta,Regular unleaded gasoline at full service filling stations,82.1
2009,March, Alberta,Regular unleaded gasoline at full service filling stations,83.8
2009,April, Alberta,Regular unleaded gasoline at full service filling stations,85.1
2009,December, Alberta,Regular unleaded gasoline at full service filling stations,88.2
2009,October, Alberta,Regular unleaded gasoline at full service filling stations,90.1
2009,May, Alberta,Regular unleaded gasoline at full service filling stations,90.6
2009,November, Alberta,Regular unleaded gasoline at full service filling stations,91.4
2009,July, Alberta,Regular unleaded gasoline at full service filling stations,92.4
2009,September, Alberta,Regular unleaded gasoline at full service filling stations,92.9
2009,June, Alberta,Regular unleaded gasoline at full service filling stations,95.7
2009,August, Alberta,Regular unleaded gasoline at full service filling stations,95.8
2009,January, British Columbia,Regular unleaded gasoline at full service filling stations,95.3
2009,February, British Columbia,Regular unleaded gasoline at full service filling stations,97.7
2009,March, British Columbia,Regular unleaded gasoline at full service filling stations,102
2009,April, British Columbia,Regular unleaded gasoline at full service filling stations,103.3
2009,May, British Columbia,Regular unleaded gasoline at full service filling stations,107.4
2009,October, British Columbia,Regular unleaded gasoline at full service filling stations,107.5
2009,December, British Columbia,Regular unleaded gasoline at full service filling stations,109.3
2009,November, British Columbia,Regular unleaded gasoline at full service filling stations,111.2
2009,July, British Columbia,Regular unleaded gasoline at full service filling stations,111.9
2009,August, British Columbia,Regular unleaded gasoline at full service filling stations,112.8
2009,June, British Columbia,Regular unleaded gasoline at full service filling stations,114
2009,September, British Columbia,Regular unleaded gasoline at full service filling stations,115.4
2009,January, Manitoba,Regular unleaded gasoline at full service filling stations,80.9
2009,March, Manitoba,Regular unleaded gasoline at full service filling stations,86.3
2009,February, Manitoba,Regular unleaded gasoline at full service filling stations,86.9
2009,April, Manitoba,Regular unleaded gasoline at full service filling stations,89.2
2009,May, Manitoba,Regular unleaded gasoline at full service filling stations,93.4
2009,October, Manitoba,Regular unleaded gasoline at full service filling stations,95.8
2009,December, Manitoba,Regular unleaded gasoline at full service filling stations,96.5
2009,November, Manitoba,Regular unleaded gasoline at full service filling stations,99.1
2009,August, Manitoba,Regular unleaded gasoline at full service filling stations,99.6
2009,September, Manitoba,Regular unleaded gasoline at full service filling stations,100.1
2009,July, Manitoba,Regular unleaded gasoline at full service filling stations,100.9
2009,June, Manitoba,Regular unleaded gasoline at full service filling stations,102.7
2009,January, New Brunswick,Regular unleaded gasoline at full service filling stations,76.2
2009,March, New Brunswick,Regular unleaded gasoline at full service filling stations,84.5
2009,February, New Brunswick,Regular unleaded gasoline at full service filling stations,84.7
2009,April, New Brunswick,Regular unleaded gasoline at full service filling stations,87.8
2009,May, New Brunswick,Regular unleaded gasoline at full service filling stations,93.7
2009,October, New Brunswick,Regular unleaded gasoline at full service filling stations,95.8
2009,July, New Brunswick,Regular unleaded gasoline at full service filling stations,99.7
2009,September, New Brunswick,Regular unleaded gasoline at full service filling stations,100
2009,December, New Brunswick,Regular unleaded gasoline at full service filling stations,100.2
2009,August, New Brunswick,Regular unleaded gasoline at full service filling stations,101.1
2009,June, New Brunswick,Regular unleaded gasoline at full service filling stations,102.3
2009,November, New Brunswick,Regular unleaded gasoline at full service filling stations,102.3
2009,January, Newfoundland and Labrador,Regular unleaded gasoline at full service filling stations,87.5
2009,February, Newfoundland and Labrador,Regular unleaded gasoline at full service filling stations,94.3
2009,March, Newfoundland and Labrador,Regular unleaded gasoline at full service filling stations,95
2009,April, Newfoundland and Labrador,Regular unleaded gasoline at full service filling stations,98.2
2009,May, Newfoundland and Labrador,Regular unleaded gasoline at full service filling stations,103.1
2009,October, Newfoundland and Labrador,Regular unleaded gasoline at full service filling stations,106
