Year,Month,GEO,Vehicle type,Number Of Sales
2014,May,Nova Scotia,Passenger cars,3179
2014,May,Nova Scotia,Trucks,2830
2014,May,Ontario,Passenger cars,33211
2014,May,Ontario,Trucks,45468
2014,May,Prince Edward Island,Passenger cars,487
2014,May,Prince Edward Island,Trucks,370
2014,May,Quebec,Passenger cars,26519
2014,May,Quebec,Trucks,21190
2014,May,Saskatchewan,Passenger cars,1231
2014,May,Saskatchewan,Trucks,4283
2014,June,Alberta,Passenger cars,6120
2014,June,Alberta,Trucks,19492
2014,June,British Columbia,Passenger cars,7974
2014,June,British Columbia,Trucks,11166
2014,June,Manitoba,Passenger cars,1656
2014,June,Manitoba,Trucks,3428
2014,June,New Brunswick,Passenger cars,2202
2014,June,New Brunswick,Trucks,2169
2014,June,Newfoundland and Labrador,Passenger cars,1304
2014,June,Newfoundland and Labrador,Trucks,1950
2014,June,Nova Scotia,Passenger cars,2825
2014,June,Nova Scotia,Trucks,2415
2014,June,Ontario,Passenger cars,31436
2014,June,Ontario,Trucks,40145
2014,June,Prince Edward Island,Passenger cars,509
2014,June,Prince Edward Island,Trucks,383
2014,June,Quebec,Passenger cars,22070
2014,June,Quebec,Trucks,17328
2014,June,Saskatchewan,Passenger cars,1192
2014,June,Saskatchewan,Trucks,3792
2014,July,Alberta,Passenger cars,5941
2014,July,Alberta,Trucks,20754
2014,July,British Columbia,Passenger cars,7072
2014,July,British Columbia,Trucks,11266
2014,July,Manitoba,Passenger cars,1830
2014,July,Manitoba,Trucks,3904
2014,July,New Brunswick,Passenger cars,1928
2014,July,New Brunswick,Trucks,2421
2014,July,Newfoundland and Labrador,Passenger cars,1269
2014,July,Newfoundland and Labrador,Trucks,2351
2014,July,Nova Scotia,Passenger cars,2774
2014,July,Nova Scotia,Trucks,2732
2014,July,Ontario,Passenger cars,28844
2014,July,Ontario,Trucks,38929
2014,July,Prince Edward Island,Passenger cars,415
2014,July,Prince Edward Island,Trucks,435
2014,July,Quebec,Passenger cars,23000
2014,July,Quebec,Trucks,18995
2014,July,Saskatchewan,Passenger cars,1259
2014,July,Saskatchewan,Trucks,4563
2014,August,Alberta,Passenger cars,5730
2014,August,Alberta,Trucks,19404
2014,August,British Columbia,Passenger cars,6982
2014,August,British Columbia,Trucks,10908
2014,August,Manitoba,Passenger cars,1851
2014,August,Manitoba,Trucks,3909
2014,August,New Brunswick,Passenger cars,1758
2014,August,New Brunswick,Trucks,2408
2014,August,Newfoundland and Labrador,Passenger cars,1356
2014,August,Newfoundland and Labrador,Trucks,2180
2014,August,Nova Scotia,Passenger cars,2402
2014,August,Nova Scotia,Trucks,2479
2014,August,Ontario,Passenger cars,27329
2014,August,Ontario,Trucks,39771
2014,August,Prince Edward Island,Passenger cars,432
2014,August,Prince Edward Island,Trucks,403
2014,August,Quebec,Passenger cars,21764
2014,August,Quebec,Trucks,17982
2014,August,Saskatchewan,Passenger cars,1219
2014,August,Saskatchewan,Trucks,4490
2014,September,Alberta,Passenger cars,5367
2014,September,Alberta,Trucks,21284
2014,September,British Columbia,Passenger cars,6486
2014,September,British Columbia,Trucks,10873
2014,September,Manitoba,Passenger cars,1689
2014,September,Manitoba,Trucks,3977
2014,September,New Brunswick,Passenger cars,1717
2014,September,New Brunswick,Trucks,2455
2014,September,Newfoundland and Labrador,Passenger cars,1147
2014,September,Newfoundland and Labrador,Trucks,2240
2014,September,Nova Scotia,Passenger cars,2037
2014,September,Nova Scotia,Trucks,2614
2014,September,Ontario,Passenger cars,26208
2014,September,Ontario,Trucks,38710
2014,September,Prince Edward Island,Passenger cars,354
2014,September,Prince Edward Island,Trucks,335
2014,September,Quebec,Passenger cars,20625
2014,September,Quebec,Trucks,18389
2014,September,Saskatchewan,Passenger cars,1132
2014,September,Saskatchewan,Trucks,4430
2014,October,Alberta,Passenger cars,5121
2014,October,Alberta,Trucks,18904
2014,October,British Columbia,Passenger cars,6560
2014,October,British Columbia,Trucks,9572
2014,October,Manitoba,Passenger cars,1617
2014,October,Manitoba,Trucks,3364
2014,October,New Brunswick,Passenger cars,1480
2014,October,New Brunswick,Trucks,2029
2014,October,Newfoundland and Labrador,Passenger cars,1011
2014,October,Newfoundland and Labrador,Trucks,1788
2014,October,Nova Scotia,Passenger cars,2171
2014,October,Nova Scotia,Trucks,2282
2014,October,Ontario,Passenger cars,25188
2014,October,Ontario,Trucks,35289
2014,October,Prince Edward Island,Passenger cars,296
2014,October,Prince Edward Island,Trucks,297
2014,October,Quebec,Passenger cars,20343
2014,October,Quebec,Trucks,16952
2014,October,Saskatchewan,Passenger cars,1040
2014,October,Saskatchewan,Trucks,3840
2014,November,Alberta,Passenger cars,4276
2014,November,Alberta,Trucks,16862
2014,November,British Columbia,Passenger cars,6042
2014,November,British Columbia,Trucks,9495
2014,November,Manitoba,Passenger cars,1162
2014,November,Manitoba,Trucks,3114
2014,November,New Brunswick,Passenger cars,1002
2014,November,New Brunswick,Trucks,1622
2014,November,Newfoundland and Labrador,Passenger cars,807
2014,November,Newfoundland and Labrador,Trucks,1650
2014,November,Nova Scotia,Passenger cars,1783
2014,November,Nova Scotia,Trucks,2051
2014,November,Ontario,Passenger cars,22250
2014,November,Ontario,Trucks,33443
2014,November,Prince Edward Island,Passenger cars,212
2014,November,Prince Edward Island,Trucks,280
2014,November,Quebec,Passenger cars,16102
2014,November,Quebec,Trucks,15299
2014,November,Saskatchewan,Passenger cars,843
2014,November,Saskatchewan,Trucks,3468
2014,December,Alberta,Passenger cars,3674
2014,December,Alberta,Trucks,16692
2014,December,British Columbia,Passenger cars,5988
2014,December,British Columbia,Trucks,10379
2014,December,Manitoba,Passenger cars,993
2014,December,Manitoba,Trucks,2921
2014,December,New Brunswick,Passenger cars,922
2014,December,New Brunswick,Trucks,1700
2014,December,Newfoundland and Labrador,Passenger cars,858
2014,December,Newfoundland and Labrador,Trucks,1456
2014,December,Nova Scotia,Passenger cars,1457
2014,December,Nova Scotia,Trucks,2080
2014,December,Ontario,Passenger cars,20215
2014,December,Ontario,Trucks,34115
2014,December,Prince Edward Island,Passenger cars,225
2014,December,Prince Edward Island,Trucks,279
2014,December,Quebec,Passenger cars,12671
2014,December,Quebec,Trucks,13853
2014,December,Saskatchewan,Passenger cars,810
2014,December,Saskatchewan,Trucks,3541
2015,January,Alberta,Passenger cars,3152
2015,January,Alberta,Trucks,13237
2015,January,British Columbia,Passenger cars,4444
2015,January,British Columbia,Trucks,8189
2015,January,Manitoba,Passenger cars,910
2015,January,Manitoba,Trucks,2348
2015,January,New Brunswick,Passenger cars,687
2015,January,New Brunswick,Trucks,1334
2015,January,Newfoundland and Labrador,Passenger cars,428
2015,January,Newfoundland and Labrador,Trucks,1204
2015,January,Nova Scotia,Passenger cars,951
2015,January,Nova Scotia,Trucks,1581
2015,January,Ontario,Passenger cars,13780
2015,January,Ontario,Trucks,23993
2015,January,Prince Edward Island,Passenger cars,143
2015,January,Prince Edward Island,Trucks,239
2015,January,Quebec,Passenger cars,9961
2015,January,Quebec,Trucks,11519
2015,January,Saskatchewan,Passenger cars,610
2015,January,Saskatchewan,Trucks,2887
2015,February,Alberta,Passenger cars,4072
2015,February,Alberta,Trucks,12615
2015,February,British Columbia,Passenger cars,5439
2015,February,British Columbia,Trucks,8864
2015,February,Manitoba,Passenger cars,978
2015,February,Manitoba,Trucks,2549
2015,February,New Brunswick,Passenger cars,770
2015,February,New Brunswick,Trucks,1566
2015,February,Newfoundland and Labrador,Passenger cars,497
2015,February,Newfoundland and Labrador,Trucks,1191
2015,February,Nova Scotia,Passenger cars,1134
2015,February,Nova Scotia,Trucks,1452
2015,February,Ontario,Passenger cars,15528
2015,February,Ontario,Trucks,27601
2015,February,Prince Edward Island,Passenger cars,135
2015,February,Prince Edward Island,Trucks,216
2015,February,Quebec,Passenger cars,11273
2015,February,Quebec,Trucks,12676
2015,February,Saskatchewan,Passenger cars,702
2015,February,Saskatchewan,Trucks,2675
2015,March,Alberta,Passenger cars,4585
2015,March,Alberta,Trucks,16646
2015,March,British Columbia,Passenger cars,6769
2015,March,British Columbia,Trucks,11264
2015,March,Manitoba,Passenger cars,1259
2015,March,Manitoba,Trucks,3652
2015,March,New Brunswick,Passenger cars,1314
2015,March,New Brunswick,Trucks,2156
2015,March,Newfoundland and Labrador,Passenger cars,760
2015,March,Newfoundland and Labrador,Trucks,1609
2015,March,Nova Scotia,Passenger cars,1650
2015,March,Nova Scotia,Trucks,2076
2015,March,Ontario,Passenger cars,26072
2015,March,Ontario,Trucks,38740
2015,March,Prince Edward Island,Passenger cars,206
2015,March,Prince Edward Island,Trucks,293
2015,March,Quebec,Passenger cars,20509
2015,March,Quebec,Trucks,20200
2015,March,Saskatchewan,Passenger cars,896
2015,March,Saskatchewan,Trucks,3746
2015,April,Alberta,Passenger cars,5408
2015,April,Alberta,Trucks,17111
2015,April,British Columbia,Passenger cars,7616
2015,April,British Columbia,Trucks,11291
2015,April,Manitoba,Passenger cars,1485
2015,April,Manitoba,Trucks,3345
2015,April,New Brunswick,Passenger cars,1968
2015,April,New Brunswick,Trucks,2738
2015,April,Newfoundland and Labrador,Passenger cars,1535
2015,April,Newfoundland and Labrador,Trucks,2275
2015,April,Nova Scotia,Passenger cars,2921
2015,April,Nova Scotia,Trucks,2993
2015,April,Ontario,Passenger cars,31753
2015,April,Ontario,Trucks,46250
2015,April,Prince Edward Island,Passenger cars,381
2015,April,Prince Edward Island,Trucks,461
2015,April,Quebec,Passenger cars,24850
2015,April,Quebec,Trucks,23286
2015,April,Saskatchewan,Passenger cars,1043
2015,April,Saskatchewan,Trucks,3937
2015,May,Alberta,Passenger cars,5867
2015,May,Alberta,Trucks,17166
2015,May,British Columbia,Passenger cars,8350
2015,May,British Columbia,Trucks,12242
2015,May,Manitoba,Passenger cars,1725
2015,May,Manitoba,Trucks,3740
2015,May,New Brunswick,Passenger cars,2092
2015,May,New Brunswick,Trucks,2800
2015,May,Newfoundland and Labrador,Passenger cars,1587
2015,May,Newfoundland and Labrador,Trucks,2453
2015,May,Nova Scotia,Passenger cars,3278
2015,May,Nova Scotia,Trucks,3429
2015,May,Ontario,Passenger cars,32775
2015,May,Ontario,Trucks,50191
2015,May,Prince Edward Island,Passenger cars,506
2015,May,Prince Edward Island,Trucks,445
2015,May,Quebec,Passenger cars,25415
2015,May,Quebec,Trucks,22521
2015,May,Saskatchewan,Passenger cars,1229
2015,May,Saskatchewan,Trucks,3792
2015,June,Alberta,Passenger cars,4800
2015,June,Alberta,Trucks,16327
2015,June,British Columbia,Passenger cars,7655
2015,June,British Columbia,Trucks,12161
2015,June,Manitoba,Passenger cars,1516
2015,June,Manitoba,Trucks,3600
2015,June,New Brunswick,Passenger cars,1675
2015,June,New Brunswick,Trucks,2566
2015,June,Newfoundland and Labrador,Passenger cars,1218
2015,June,Newfoundland and Labrador,Trucks,2353
2015,June,Nova Scotia,Passenger cars,2298
2015,June,Nova Scotia,Trucks,3092
2015,June,Ontario,Passenger cars,26842
2015,June,Ontario,Trucks,47869
2015,June,Prince Edward Island,Passenger cars,466
2015,June,Prince Edward Island,Trucks,410
2015,June,Quebec,Passenger cars,20782
2015,June,Quebec,Trucks,21082
2015,June,Saskatchewan,Passenger cars,1029
2015,June,Saskatchewan,Trucks,4039
2015,July,Alberta,Passenger cars,4558
2015,July,Alberta,Trucks,17679
2015,July,British Columbia,Passenger cars,6808
2015,July,British Columbia,Trucks,12725
2015,July,Manitoba,Passenger cars,1722
2015,July,Manitoba,Trucks,3954
2015,July,New Brunswick,Passenger cars,1845
2015,July,New Brunswick,Trucks,2909
2015,July,Newfoundland and Labrador,Passenger cars,1154
2015,July,Newfoundland and Labrador,Trucks,2509
2015,July,Nova Scotia,Passenger cars,2492
2015,July,Nova Scotia,Trucks,3343
2015,July,Ontario,Passenger cars,25831
2015,July,Ontario,Trucks,45199
2015,July,Prince Edward Island,Passenger cars,379
2015,July,Prince Edward Island,Trucks,471
2015,July,Quebec,Passenger cars,20809
2015,July,Quebec,Trucks,21759
2015,July,Saskatchewan,Passenger cars,1122
2015,July,Saskatchewan,Trucks,4056
2015,August,Alberta,Passenger cars,4252
2015,August,Alberta,Trucks,17462
2015,August,British Columbia,Passenger cars,6387
2015,August,British Columbia,Trucks,11922
2015,August,Manitoba,Passenger cars,1511
2015,August,Manitoba,Trucks,4100
2015,August,New Brunswick,Passenger cars,1606
2015,August,New Brunswick,Trucks,2659
2015,August,Newfoundland and Labrador,Passenger cars,1137
2015,August,Newfoundland and Labrador,Trucks,2246
2015,August,Nova Scotia,Passenger cars,2206
2015,August,Nova Scotia,Trucks,3064
2015,August,Ontario,Passenger cars,25374
2015,August,Ontario,Trucks,46403
2015,August,Prince Edward Island,Passenger cars,278
2015,August,Prince Edward Island,Trucks,418
2015,August,Quebec,Passenger cars,20159
2015,August,Quebec,Trucks,22293
2015,August,Saskatchewan,Passenger cars,991
2015,August,Saskatchewan,Trucks,4123
2015,September,Alberta,Passenger cars,4468
2015,September,Alberta,Trucks,18677
2015,September,British Columbia,Passenger cars,6414
2015,September,British Columbia,Trucks,12566
2015,September,Manitoba,Passenger cars,1418
2015,September,Manitoba,Trucks,4002
2015,September,New Brunswick,Passenger cars,1553
2015,September,New Brunswick,Trucks,2676
2015,September,Newfoundland and Labrador,Passenger cars,1029
2015,September,Newfoundland and Labrador,Trucks,2377
2015,September,Nova Scotia,Passenger cars,1971
2015,September,Nova Scotia,Trucks,3170
2015,September,Ontario,Passenger cars,25152
2015,September,Ontario,Trucks,45074
2015,September,Prince Edward Island,Passenger cars,305
2015,September,Prince Edward Island,Trucks,399
2015,September,Quebec,Passenger cars,19634
2015,September,Quebec,Trucks,22372
2015,September,Saskatchewan,Passenger cars,994
2015,September,Saskatchewan,Trucks,4487
2015,October,Alberta,Passenger cars,3962
2015,October,Alberta,Trucks,16286
2015,October,British Columbia,Passenger cars,6117
2015,October,British Columbia,Trucks,11431
2015,October,Manitoba,Passenger cars,1335
2015,October,Manitoba,Trucks,4135
2015,October,New Brunswick,Passenger cars,1275
2015,October,New Brunswick,Trucks,2591
2015,October,Newfoundland and Labrador,Passenger cars,916
2015,October,Newfoundland and Labrador,Trucks,2124
2015,October,Nova Scotia,Passenger cars,1674
2015,October,Nova Scotia,Trucks,2831
2015,October,Ontario,Passenger cars,23039
2015,October,Ontario,Trucks,43445
2015,October,Prince Edward Island,Passenger cars,257
2015,October,Prince Edward Island,Trucks,445
2015,October,Quebec,Passenger cars,18726
2015,October,Quebec,Trucks,21128
2015,October,Saskatchewan,Passenger cars,807
2015,October,Saskatchewan,Trucks,3997
2015,November,Alberta,Passenger cars,3647
2015,November,Alberta,Trucks,14135
2015,November,British Columbia,Passenger cars,5454
2015,November,British Columbia,Trucks,10763
2015,November,Manitoba,Passenger cars,1193
2015,November,Manitoba,Trucks,3314
2015,November,New Brunswick,Passenger cars,1059
2015,November,New Brunswick,Trucks,2125
2015,November,Newfoundland and Labrador,Passenger cars,780
2015,November,Newfoundland and Labrador,Trucks,1755
2015,November,Nova Scotia,Passenger cars,1595
2015,November,Nova Scotia,Trucks,2449
2015,November,Ontario,Passenger cars,20169
2015,November,Ontario,Trucks,40666
2015,November,Prince Edward Island,Passenger cars,205
2015,November,Prince Edward Island,Trucks,413
2015,November,Quebec,Passenger cars,15475
2015,November,Quebec,Trucks,18803
2015,November,Saskatchewan,Passenger cars,675
2015,November,Saskatchewan,Trucks,3488
2015,December,Alberta,Passenger cars,3074
2015,December,Alberta,Trucks,12790
2015,December,British Columbia,Passenger cars,5371
2015,December,British Columbia,Trucks,11017
2015,December,Manitoba,Passenger cars,936
2015,December,Manitoba,Trucks,3259
2015,December,New Brunswick,Passenger cars,661
2015,December,New Brunswick,Trucks,2110
2015,December,Newfoundland and Labrador,Passenger cars,479
2015,December,Newfoundland and Labrador,Trucks,1403
2015,December,Nova Scotia,Passenger cars,1107
2015,December,Nova Scotia,Trucks,2300
